Run!	Spring!
Tom hates me.	Tom hatar mig.
Tom heard it.	Tom hörde det.
Tom helps us.	Tom hjälper oss.
Tom hired me.	Tom anställde mig.
Tom hit Mary.	Tom slog Mary.
Tom is alive.	Tom lever.
Tom is awake.	Tom är vaken.
Tom is awful.	Tom är hemsk.
Tom is black.	Tom är mörkhyad.
Tom is broke.	Tom är pank.
Tom is cruel.	Tom är grym.
Tom is dizzy.	Tom är yr.
Tom is lying.	Tom ljuger.
Tom is naive.	Tom är naiv.
Tom needs me.	Tom behöver mig.
Tom said yes.	Tom sa ja.
Tom saved me.	Tom räddade mig.
Tom shrugged.	Tom ryckte på axlarna.
Tom was full.	Tom var mätt.
Tom was nosy.	Tom var nyfiken.
Tom's amused.	Tom är road.
Tom's crying.	Tom gråter.
Tom's eating.	Tom äter.
Tom's famous.	Tom är känd.
Tom's filthy.	Tom är smutsig.
Tom's filthy.	Tom är lortig.
Tom's greedy.	Tom är snål.
Tom's groggy.	Tom är ostadig på benen.
Tom's groggy.	Tom är groggy.
Tom's guilty.	Tom är skyldig.
Tom's hungry.	Tom är hungrig.
Tom's insane.	Tom är mentalsjuk.
Tom's insane.	Tom är sinnessjuk.
Tom's insane.	Tom är vansinnig.
Tom's insane.	Tom är vanvettig.
Tom's joking.	Tom skämtar.
Tom's lonely.	Tom är ensam.
Tom's not in.	Tom är inte här.
Tom's not in.	Tom är inte på.
Tom's polite.	Tom är artig.
Tom's scared.	Tom är rädd.
Tom's silent.	Tom är tyst.
Tom's stoned.	Tom är hög.
Tom's strict.	Tom är sträng.
Tom's strong.	Tom är stark.
We are Arabs.	Vi är araber.
We get on OK.	Vi kommer överens.
We get on OK.	Vi kommer väl överens.
We live here.	Vi bor här.
We must talk.	Vi måste prata.
We must talk.	Vi måste pratas vid.
We must talk.	Vi måste tala.
We must talk.	Vi måste talas vid.
We need help.	Vi behöver hjälp.
We'll manage.	Vi klarar oss.
We're inside.	Vi är på insidan.
We're inside.	Vi är inne.
We're trying.	Vi försöker.
What is this?	Vad är det?
What is this?	Vad är detta?
What is this?	Vad är det här?
Where is she?	Var är hon?
You are late.	Du är sen.
You are lazy!	Du är lat!
You are lazy!	Ni är lata!
You look fat.	Du ser tjock ut.
You may stay.	Du får stanna.
You may stay.	Ni får stanna.
You may stay.	Du kan stanna.
You may stay.	Ni kan stanna.
You may swim.	Du får simma.
You seem sad.	Du verkar ledsen.
You survived.	Du överlevde.
You survived.	Ni överlevde.
You're dying.	Du är döende.
You're lying!	Du ljuger!
You're weird.	Du är konstig.
You've grown.	Du har vuxit.
You've grown.	Ni har vuxit.
Am I safe now?	Är jag säker nu?
Anything else?	Någonting annat?
Are you a fan?	Är du ett fan?
Are you crazy?	Är du galen?
Be respectful.	Var respektfull.
Beat it, kids!	Stick härifrån, ungjävlar!
Call me later.	Ring mig senare.
Call the cops.	Ring polisen.
Call the cops.	Ring snuten.
Can I ask who?	Får jag fråga vem?
Can I have it?	Får jag ta den?
Can Tom do it?	Kan Tom göra det?
Can we go now?	Kan vi gå nu?
Come tomorrow.	Kom imorgon.
Did I do that?	Gjorde jag det där?
Did I do that?	Var det jag som gjorde det där?
Did you do it?	Gjorde ni det?
Do I know Tom?	Känner jag Tom?
Do I know him?	Känner jag honom?
Do I need one?	Behöver jag en?
Do cats dream?	Drömmer katter?
Do it at once.	Gör det genast.
Do it quickly.	Gör det snabbt.
Do it quickly.	Gör det fort.
Do it quietly.	Gör det tyst.
Do you get it?	Fattar du?
Do you see it?	Ser du den?
Does Tom know?	Vet Tom?
Does Tom know?	Vet Tom om det?
Dogs can swim.	Hundar kan simma.
Don't be mean.	Var inte elak.
Don't be rude.	Var inte oförskämd.
Don't be rude.	Var inte ohövlig.
Don't be rude.	Var inte ohyfsad.
Don't do this.	Gör inte det här.
Don't do this.	Gör inte detta.
Don't give up!	Ge inte upp!
Don't sass me.	Var inte uppkäftig.
Don't sass me.	Var inte kaxig.
Draw a circle.	Rita en cirkel.
Get a move on.	Skynda på dig.
Get a move on.	Skynda på er.
Get a move on.	Sno på dig.
Get a move on.	Sno på er.
Get a move on.	Skynda på.
Get a move on.	Raska på.
Get a move on.	Rör på benen.
Get over here.	Kom hit.
Get some help.	Hämta hjälp.
Give me a day.	Ge mig en dag.
Give me a gun.	Ge mig en pistol.
Give me a job.	Ge mig ett jobb.
Give me a job.	Ge mig ett arbete.
Give me a sec.	Ge mig en sekund.
Go get a beer.	Gå och hämta en öl.
Go get coffee.	Gå och hämta kaffe.
Hand it to me.	Ge den till mig.
Hang on to it.	Håll i den.
Have a cookie.	Ta en kaka.
He drank beer.	Han drack öl.
He felt tired.	Han kände sig trött.
He has a blog.	Han har en blogg.
He hugged her.	Han kramade henne.
He is my type!	Han är min typ!
He is running.	Han springer.
He lied to us.	Han ljög för oss.
He looks pale.	Han ser blek ut.
He seems kind.	Han verkar snäll.
He walks fast.	Han går fort.
He went blind.	Han blev blind.
He's Austrian.	Han är österrikare.
He's annoying.	Han är irriterande.
He's annoying.	Han är besvärlig.
He's no saint.	Han är inget helgon.
He's not sick.	Han är inte sjuk.
He's studying.	Han studerar.
He's studying.	Han pluggar.
Here he comes.	Här kommer han.
His nose bled.	Han blödde näsblod.
Hold on to it.	Håll fast i den.
Hold the rope.	Håll i repet.
Hold the rope.	Håll repet.
How about you?	Du då?
How bad is it?	Hur illa är det?
How hot is it?	Hur varm är den?
How hot is it?	Hur varmt är det?
How late am I?	Hur sen är jag?
Hurry up, Tom.	Tom, skynda dig.
I always walk.	Jag går alltid.
I am in Paris.	Jag är i Paris.
I ate quickly.	Jag åt snabbt.
I believe you.	Jag tror på dig.
I can be fair.	Jag kan vara rättvis.
I can be good.	Jag kan vara snäll.
I can be nice.	Jag kan vara trevlig.
I can buy two.	Jag kan köpa två.
I can buy two.	Jag kan köpa två stycken.
I can do both.	Jag kan göra båda.
I can do more.	Jag kan göra mer.
I can do more.	Jag kan göra mera.
I can do that.	Det kan jag göra.
I can't dance.	Jag kan inte dansa.
I did my part.	Jag gjorde det som jag skulle göra.
I did nothing.	Jag gjorde ingenting.
I do like Tom.	Jag gillar verkligen Tom.
I fed the dog.	Jag matade hunden.
I feel lonely.	Jag känner mig ensam.
I fell asleep.	Jag somnade.
I fell for it.	Jag föll för den.
I felt hungry.	Jag var hungrig.
I had no clue.	Jag hade ingen aning.
I had no idea.	Jag hade ingen aning.
I had to hide.	Jag var tvungen att gömma mig.
I have a cold.	Jag är förkyld.
I have a life.	Jag har ett liv.
I have a ring.	Jag har en ring.
I have a wife.	Jag har en fru.
I let Tom win.	Jag lät Tom vinna.
I lied to Tom.	Jag ljög för Tom.
I lied to you.	Jag ljög för dig.
I lied to you.	Jag ljög för er.
I like movies.	Jag gillar filmer.
I like movies.	Jag tycker om filmer.
I like my job.	Jag tycker om mitt jobb.
I like tennis.	Jag tycker om tennis.
I like trains.	Jag gillar tåg.
I like trains.	Jag tycker om tåg.
I like winter.	Jag gillar vinter.
I live nearby.	Jag bor i närheten.
I love Arabic.	Jag älskar arabiska.
I love apples.	Jag älskar äpplen.
I love horses.	Jag älskar hästar.
I love my mom.	Jag älskar min mamma.
I love winter.	Jag gillar vinter.
I made a deal.	Jag gjorde upp en affär.
I miss Boston.	Jag saknar Boston.
I must go now.	Jag måste gå nu.
I must go now.	Jag måste bege mig nu.
I need a plan.	Jag behöver en plan.
I need a week.	Jag behöver en vecka.
I need coffee.	Jag behöver kaffe.
I need it now.	Jag behöver den nu.
I need to try.	Jag måste försöka.
I needed this.	Jag behövde det här.
I owe Tom one.	Jag är skyldig Tom en.
I own a yacht.	Jag äger en lustjakt.
I own a yacht.	Jag äger en yacht.
I put it back.	Jag satte den tillbaka.
I run a motel.	Jag driver ett motell.
I saw Tom die.	Jag såg Tom dö.
I saw a plane.	Jag såg ett flygplan.
I saw him cry.	Jag såg honom gråta.
I saw to that.	Det ordnade jag.
I saw to that.	Det såg jag till.
I see my ship.	Jag ser mitt skepp.
I sold a book.	Jag sålde en bok.
I told a joke.	Jag berättade ett skämt.
I use Firefox.	Jag använder Firefox.
I want a cake.	Jag vill ha en tårta.
I want it all.	Jag vill ha alltihop.
I want it all.	Jag vill ha alltsamman.
I want it all.	Jag vill ha alltsammans.
I want to win.	Jag vill vinna.
I was at home.	Jag var hemma.
I was drugged.	Jag blev drogad.
I was in love.	Jag var kär.
I was in love.	Jag var förälskad.
I was worried.	Jag var orolig.
I woke you up.	Jag väckte dig.
I work nights.	Jag jobbar natt.
I'll go first.	Jag går först.
I'll go first.	Jag kommer att gå först.
I'll help you.	Jag hjälper dig.
I'll help you.	Jag ska hjälpa dig.
I'll help you.	Jag kommer att hjälpa dig.
I'll tell you.	Jag ska berätta för dig.
I'll tell you.	Jag kommer att berätta för dig.
I'll tell you.	Jag berättar för dig.
I'm a man now.	Jag är man nu.
I'm a student.	Jag är studerande.
I'm a student.	Jag är elev.
I'm beautiful.	Jag är vacker.
I'm here, too.	Jag är också här.
I'm just lazy.	Jag är bara lat.
I'm motivated.	Jag är motiverad.
I'm motivated.	Jag är peppad.
I'm no expert.	Jag är ingen expert.
I'm no expert.	Jag är inte någon expert.
I'm objective.	Jag är objektiv.
I'm satisfied.	Jag är nöjd.
I'm satisfied.	Jag är belåten.
I'm terrified.	Jag är förskräckt.
I'm too young.	Jag är för ung.
I'm very busy.	Jag är väldigt upptagen.
Is my time up?	Är min tid slut?
It could work.	Det kunde funka.
It is similar.	Det är liknande.
It is similar.	Det är likt.
It is similar.	Den är liknande.
It is similar.	Den är lik.
It won't hurt.	Det kommer inte att göra ont.
It won't work.	Det kommer inte att fungera.
It won't work.	Det kommer inte att funka.
It won't work.	Det kommer inte att gå.
It's Saturday.	Det är lördag.
It's accurate.	Den är noggrann.
It's deserted.	Den är övergiven.
It's happened.	Det har hänt.
It's my horse.	Det är min häst.
It's possible.	Det är möjligt.
It's too cold.	Det är för kallt.
It's too cold.	Den är för kall.
It's too loud.	Det är för högt.
It's very big.	Den är väldigt stor.
Keep climbing.	Fortsätt klättra.
Keep in touch!	Hör av dig!
Let him do it.	Låt honom göra det.
Let me get it.	Låt mig hämta den.
Let me get it.	Låt mig hämta det.
Let's give up.	Vi ger upp.
Let's try one.	Vi provar en.
Let's try one.	Vi testar en.
Let's try one.	Vi smakar på en.
Life is crazy.	Livet är galet.
Lock the door!	Lås dörren!
Mary is weird.	Mary är konstig.
May I go home?	Får jag gå hem?
Mom's at work.	Mamma är på jobbet.
My head aches.	Det värker i huvudet.
Nobody's home.	Det är ingen hemma.
Now we can go.	Nu kan vi gå.
Now we can go.	Nu kan vi åka.
OK, listen up.	Okej, hör på.
Open the door.	Öppna dörren.
Pace yourself.	Ta det lugnt.
Pace yourself.	Ta det i din egen takt.
Say something.	Säg något.
Shall I go on?	Ska jag fortsätta?
She avoids me.	Hon undviker mig.
She bent down.	Hon böjde sig ner.
She bent down.	Hon böjde sig ned.
She came last.	Hon kom sist.
She got angry.	Hon blev arg.
She hated him.	Hon hatade honom.
She hates him.	Hon hatar honom.
She helps him.	Hon hjälper honom.
She is a twin.	Hon är tvilling.
She is crying.	Hon gråter.
She likes him.	Hon gillar honom.
She looks sad.	Hon ser ledsen ut.
She looks sad.	Hon ser lessen ut.
She loves Tom.	Hon älskar Tom.
She loves him.	Hon älskar honom.
She was brave.	Hon var modig.
She went home.	Hon gick hem.
She went home.	Hon åkte hem.
She went home.	Hon for hem.
She's awesome.	Hon är grym.
She's dieting.	Hon håller diet.
She's my type.	Hon är min typ.
She's my wife.	Hon är min fru.
Stay positive.	Tänk positivt.
Stay positive.	Var positiv.
Stay positive.	Se det positiva.
Stop shooting.	Sluta skjuta!
Stop worrying.	Sluta oroa dig.
Take only one.	Ta bara en.
That was hard.	Det var svårt.
That was huge.	Den där var enorm.
That was ours.	Den där var vår.
That's Saturn.	Det där är Saturnus.
That's a plan.	Det är en plan.
That's absurd!	Det är ju helt befängt!
That's better.	Det är bättre.
That's doable.	Det är genomförbart.
That's my dad.	Det där är min pappa.
That's plenty.	Det är mycket.
That's simple.	Det är enkelt.
That's so you.	Det är så typiskt dig.
They canceled.	De lämnade återbud.
They embraced.	De omfamnade varandra.
They loved it.	De älskade det.
They loved it.	De älskade den.
They're broke.	De är panka.
They're broke.	De är barskrapade.
They're close.	De är nära.
They're young.	De är unga.
This is a pen.	Det här är en penna.
This is weird.	Det här är konstigt.
This is weird.	Detta är konstigt.
This is weird.	Detta är underligt.
This is weird.	Det här är underligt.
Tom bent down.	Tom böjde sig ned.
Tom bought it.	Tom köpte den.
Tom bought it.	Tom köpte det.
Tom bought it.	Tom gick på det.
Tom bought it.	Tom gick på den.
Tom bought it.	Tom gick med på det.
Tom came last.	Tom kom sist.
Tom did great.	Tom gjorde bra ifrån sig.
Tom exercised.	Tom tränade.
Tom exercises.	Tom tränar.
Tom felt hurt.	Tom kände sig sårad.
Tom got dizzy.	Tom blev yr.
Tom got fired.	Tom fick sparken.
Tom got fired.	Tom blev avskedad.
Tom got happy.	Tom blev glad.
Tom has plans.	Tom har planer.
Tom has plans.	Tom har annat för sig.
Tom hates you.	Tom hatar dig.
Tom is a jock.	Tom är en sportig typ.
Tom is a jock.	Tom är en idrottare.
Tom is a jock.	Tom är en idrottskille.
Tom is a nerd.	Tom är en nörd.
Tom is a slob.	Tom är en tölp.
Tom is a slob.	Tom är en drummel.
Tom is a slob.	Tom är en fårskalle.
Tom is a slob.	Tom är en luns.
Tom is abroad.	Tom är utomlands.
Tom is absent.	Tom är inte här.
Tom is absent.	Tom är frånvarande.
Tom is active.	Tom är aktiv.
Tom is active.	Tom är livlig.
Tom is amused.	Tom är road.
Tom is bright.	Tom är skärpt.
Tom is chubby.	Tom är knubbig.
Tom is clever.	Tom är smart.
Tom is crafty.	Tom är listig.
Tom is crafty.	Tom är bakslug.
Tom is cranky.	Tom är knäpp.
Tom is cranky.	Tom är vresig.
Tom is direct.	Tom är rättfram.
Tom is driven.	Tom är driftig.
Tom is eating.	Tom äter.
Tom is my age.	Tom är i min ålder.
Tom is no fun.	Tom är inte rolig.
Tom is polite.	Tom är artig.
Tom is scared.	Tom är rädd.
Tom is strong.	Tom är stark.
Tom left home.	Tom lämnade hemmet.
Tom left home.	Tom reste hemifrån.
Tom let me in.	Tom släppte in mig.
Tom let us go.	Tom lät oss gå.
Tom likes you.	Tom tycker om dig.
Tom likes you.	Tom gillar dig.
Tom looks ill.	Tom ser sjuk ut.
Tom looks old.	Tom ser gammal ut.
Tom loves him.	Tom älskar honom.
Tom recovered.	Tom frisknade till.
Tom recovered.	Tom tillfrisknade.
Tom runs fast.	Tom springer snabbt.
Tom wants one.	Tom vill ha en.
Tom was dizzy.	Tom var yr.
Tom was hired.	Tom blev anställd.
Tom was right.	Tom hade rätt.
Tom went back.	Tom åkte tillbaka.
Tom went back.	Tom gick tillbaka.
Tom'll manage.	Tom klarar sig nog.
Tom's adopted.	Tom är adopterad.
Tom's anxious.	Tom är ängslig.
Tom's arrived.	Tom har anlänt.
Tom's choking.	Tom håller på att kvävas.
Tom's cooking.	Tom lagar mat.
Tom's correct.	Tom har rätt.
Tom's engaged.	Tom är förlovad.
Tom's escaped.	Tom har rymt.
Tom's fainted.	Tom har svimmat.
Tom's frantic.	Tom är ursinnig.
Tom's helping.	Tom hjälper till.
Tom's helping.	Tom hjälper.
Tom's limping.	Tom haltar.
Tom's married.	Tom är gift.
Tom's missing.	Tom saknas.
Tom's not fat.	Tom är inte tjock.
Tom's packing.	Tom packar.
Tom's resting.	Tom vilar.
Tom's retired.	Tom är pensionerad.
Tom's sincere.	Tom är ärlig.
Tom's strange.	Tom är konstig.
Tom's waiting.	Tom väntar.
Tom's winning.	Tom vinner.
Tom's working.	Tom arbetar.
Tom's worried.	Tom är orolig.
Tom's worried.	Tom är ängslig.
Tom's worried.	Tom är bekymrad.
Try and do it.	Försök göra det.
Try and do it.	Försök att göra det.
Wait till six.	Vänta tills sex.
Was Tom alone?	Var Tom ensam?
We can end it.	Vi kan få ett slut på det.
We can end it.	Vi kan få ett slut på den.
We can use it.	Vi kan använda den.
We can use it.	Vi kan använda det.
We can't fail.	Vi kan inte misslyckas.
We got a flat.	Vi fick punktering.
We need to go.	Vi måste gå.
We saw it all.	Vi såg alltihop.
We took a cab.	Vi tog en taxi.
We understand.	Vi förstår.
We want peace.	Vi vill ha fred.
We wanted Tom.	Vi ville ha Tom.
We were broke.	Vi var panka.
We were right.	Vi hade rätt.
We'll make it.	Vi kommer att klara det.
We'll survive.	Vi kommer att överleva.
We're anxious.	Vi är oroliga.
We're careful.	Vi är försiktiga.
We're careful.	Vi är noggranna.
We're careful.	Vi är noga.
We're parents.	Vi är föräldrar.
What a relief!	Vilken lättnad!
What a relief!	Vilken relief!
What do I get?	Vad får jag?
What happened?	Vad var det som hände?
What'll we do?	Vad ska vi göra?
What'll we do?	Vad ska vi ta oss till?
When was that?	När var det?
Where are you?	Var är du?
Where are you?	Var är ni?
Which is mine?	Vilken är min?
Who hates you?	Vem hatar dig?
Who hates you?	Vilka är det som hatar dig?
Who hates you?	Vem hatar er?
Who hates you?	Vilka är det som hatar er?
Who's driving?	Vem kör?
Who's winning?	Vem vinner?
Why change it?	Varför ändra på det?
Will she come?	Kommer hon att komma?
You came back.	Du kom tillbaka.
You can do it.	Du klarar det.
You can do it.	Du kan göra det.
You can do it.	Det klarar du.
You can do it.	Det klarar du av.
You can't see.	Du kan inte se.
You can't see.	Du får inte se.
You look busy.	Du ser upptagen ut.
You look sick.	Du ser sjuk ut.
You need this.	Du behöver det här.
You need this.	Du behöver den här.
You should go.	Du borde gå.
You smell bad.	Du luktar illa.
You talk fast.	Du talar fort.
You talk fast.	Ni talar fort.
You talk fast.	Du talar snabbt.
You talk fast.	Ni talar snabbt.
You talk fast.	Du pratar snabbt.
You talk fast.	Ni pratar snabbt.
You're a snob.	Du är en snobb.
You're biased.	Du är partisk.
You're no fun.	Du är inte rolig.
You're so hot.	Du är så het.
You're so hot.	Ni är så heta.
You're stupid.	Du är dum.
You're stupid.	Du är fånig.
You're unfair.	Du är orättvis.
You're unfair.	Ni är orättvisa.
Am I a suspect?	Är jag misstänkt?
Are we friends?	Är vi vänner?
Are you asleep?	Sover du?
Are you biased?	Är du partisk?
Are you biased?	Är ni partiska?
Are you biased?	Är du fördomsfull?
Are you biased?	Är ni fördomsfulla?
Are you biased?	Har du fördomar?
Are you biased?	Har ni fördomar?
Are you biased?	Har du förutfattade meningar?
Are you biased?	Har ni förutfattade meningar?
Are you crying?	Gråter du?
Are you crying?	Grinar du?
Are you hungry?	Är du hungrig?
Are you hungry?	Är ni hungriga?
Aren't you Tom?	Är inte du Tom?
Be nice to Tom.	Var snäll med Tom.
Be nice to her.	Var snäll mot henne.
Birds lay eggs.	Fåglarna lägger ägg.
Birds lay eggs.	Fåglar lägger ägg.
Can I be there?	Får jag vara där?
Can I call you?	Kan jag ringa dig?
Can I call you?	Kan jag ringa er?
Can I come too?	Får jag också komma?
Can I have one?	Kan jag få en?
Can I help you?	Kan jag hjälpa dig?
Can I join you?	Kan jag komma med dig?
Can I see them?	Får jag träffa dem?
Can I see them?	Får jag se dem?
Can I see them?	Kan jag få se dem?
Can I see them?	Kan jag få träffa dem?
Can I see, too?	Får jag också se?
Can I sit down?	Kan jag sitta ned?
Can I talk now?	Får jag tala nu?
Can I use this?	Kan jag använda den här?
Can we come in?	Kan vi komma in?
Can we do that?	Kan vi göra det?
Can we go home?	Kan vi gå hem?
Can we join in?	Får vi vara med?
Can we keep it?	Får vi behålla den?
Can we make it?	Klarar vi det?
Can we move it?	Kan vi flytta den?
Can you fix it?	Kan du laga den?
Can you sit up?	Kan du sitta upprätt?
Can you sit up?	Kan du sitta rak?
Clean the room.	Städa rummet.
Come back here.	Kom tillbaka hit.
Come sit by me.	Kom och sitt bredvid mig.
Cows eat grass.	Kor äter gräs.
Dad isn't home.	Pappa är inte hemma.
Dancing is fun.	Det är roligt att dansa.
Dancing is fun.	Det är kul att dansa.
Did Tom buy it?	Köpte Tom den?
Did it go well?	Gick det bra?
Did we do well?	Gjorde vi bra ifrån oss?
